Content Type,Date,Program,Segment Description,Speaker Description,Speaker Name,Subtitle,affiliation,Processed,Sentiment,Certainty
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",Wir haben eine Umfrage gemacht unter 66.000.,Expert,Umfrage 66000,negative,0.7933557629585266
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",Dann kommen wir wieder Richtung 30 Prozent.,Expert,kommen Richtung 30 Prozent,negative,0.7504909634590149
O-Ton,2023-05-23,tagesthemen,"(zur Frage, ob sie es ausschließt, dass das Gesetz noch vor derSommerpause durch den Bundestag geht: Nein, das wird vor der Sommerpause mit Sicherheit nichtgeschehen können, denn es gibt über hundert Fragen, die wir gestellt haben. Wir brauchen Antworten, umdas zu begleiten. Das ist übrigens in einem Verfahren auch nichts Ungewöhnliches, dass ein Gesetz erst malim Kabinett ist und dann sozusagen den Parlamentariern vorgelegt wird, da gibt es viele Beispiele. Und dieseFragen müssen im Interesse der 66 Millionen Menschen beantwortet werden. Und wie gesagt, es geht dochnicht darum, bis zum 9. Juli ein Gesetz zu haben, als ob das Leben danach nicht weitergeht, sondern einGesetz auf den Weg zu bringen, was nachhaltig ist, was die Menschen mitnimmt und was die Akzeptanz -und ich glaube, dass es bei dem Thema wirklich von hoher Relevanz - dass wir die Menschen mitnehmenund sie es akzeptieren, was wir machen. Und die Unruhe ist gigantisch. Das werden Sie in Ihrem Freundes-,Bekannten-, Familienkreis auch hören. Keiner weiß mehr, was Sache ist. Jeder fragt brauche ich jetzt eineneue Heizung oder nicht? Und ich glaube, deswegen ist es sehr wichtig, dass wir intern in der Tat verbalabrüsten, aber uns um die Sache selber kümmern. Und ich bin optimistisch, vielleicht, weil ich aus demRheinland komme. Aber ich glaube schon, dass wir was Gutes auf den Weg bringen)","ob sie es ausschließt, dass das Gesetz noch vor der",Marie-Agnes Strack-Zimmermann (zur Frage,"Wir muessen uns um die Sache kuemmern, ich bin optimistisch.",Expert,muessen Sache kuemmern optimistisch,negative,0.741152822971344
O-Ton,2023-07-12,tagesthemen,"(""Wir müssen besser werden. Wir müssen klarsagen, dass wir nicht nur Nein sagen zu dem, was die Regierung macht, sondern wir müssen auch sagen,was sind denn unsere Konzepte? Was sind denn unsere Ziele und Visionen? Und da sehe ich michpersönlich in der Verantwortung, auch ja als Vorsitzender der Grundsatzkommission, dieses jetzt verstärkt inder neuen Rolle anzugehen"")",kommissarischer Generalsekretär CDU,Carsten Linnemann,"Ich trete total gerne im Osten auf, bin haeufig dort.",Expert,treten total gerne Osten haeufig,negative,0.7159422636032104
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, dieCDU-Spitze sollte weniger über Nebensächlichkeiten wie das angebliche Gendern in Nachrichtensendungenreden, sondern über wirklich wichtige Dinge: ""Ich finde auch, dass es eine Nebensächlichkeit ist, dass dieMenschen sich zwar zum Teil darüber sehr aufregen. Aber ich finde, eine Volkspartei wie die CDU muss sichauf die Kernthemen konzentrieren, auf die Lebensrealität der Menschen, die Entkopplung der ... Ampel-15.11.2023 09:50 Seite 47 von 57 NDR Copyright (c) 2004","ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,"Wir muessen uns mit der Lebensrealitaet beschaeftigen,",Expert,muessen lebensrealitaet beschaeftig,negative,0.43740224838256836
O-Ton,2023-07-12,tagesthemen,"(zu hohen Umfragewerten der AfD in Brandenburg, Thüringen und Sachsen: Dass wirnicht nach rechts schauen dürfen, nach links oder darauf schauen, was andere Parteien machen, sondern wirmüssen wieder für 100 Prozent Union stehen. Was ist CDU pur? Die Menschen müssen wissen, wenn siedas Kreuz bei der CDU machen, wofür machen Sie das Kreuz? Und deswegen habe ich hier in denvergangenen Wochen auch versucht, Debatten anzufachen. Das Thema 'leisten'. Dass das in Deutschlandwieder honoriert wird, fordern und fördern, dass wir die Menschen stärker fördern, die aus welchen Gründenauch, nicht mehr arbeiten können. Jemand, der 45 Jahre auf dem Bau gearbeitet hat, der schafft es gar nichtbis zur Rente mit 63. Wie stärken wir die? Und auf der anderen Seite finde ich, brauche man, kann man beimBürgergeld erwarten, dass diejenigen, die arbeiten können, auch eine Arbeit annehmen müssen. Und amEnde braucht es einen funktionsfähigen Staat, auch einen Rechtsstaat, der funktioniert, dass Rechtdurchgesetzt wird. Das ist CDU pur. Das müssen wir jetzt wieder mit Leben füllen"")",Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,"Das ist CDU pur, das muessen wir mit Leben fuellen.",Expert,CDU pur muessen Leben fuellen,negative,0.43078669905662537
O-Ton,2023-06-12,tagesthemen,(zur großen Nachfrage nach Fernwärmeanschlüssen),Stadtwerke Pirna,Rico Eglin,muss sich keine Gedanken machen um Waermepumpen,Expert,Gedanke waermepumpen,neutral,0.9936529397964478
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,"Wer so unter Druck steht, ich meine keine Umfragewerte:",Expert,wer Druck stehen umfragewerte,neutral,0.9910687208175659
O-Ton,2023-07-12,tagesthemen,"(zu hohen Umfragewerten der AfD in Brandenburg, Thüringen und Sachsen: Dass wirnicht nach rechts schauen dürfen, nach links oder darauf schauen, was andere Parteien machen, sondern wirmüssen wieder für 100 Prozent Union stehen. Was ist CDU pur? Die Menschen müssen wissen, wenn siedas Kreuz bei der CDU machen, wofür machen Sie das Kreuz? Und deswegen habe ich hier in denvergangenen Wochen auch versucht, Debatten anzufachen. Das Thema 'leisten'. Dass das in Deutschlandwieder honoriert wird, fordern und fördern, dass wir die Menschen stärker fördern, die aus welchen Gründenauch, nicht mehr arbeiten können. Jemand, der 45 Jahre auf dem Bau gearbeitet hat, der schafft es gar nichtbis zur Rente mit 63. Wie stärken wir die? Und auf der anderen Seite finde ich, brauche man, kann man beimBürgergeld erwarten, dass diejenigen, die arbeiten können, auch eine Arbeit annehmen müssen. Und amEnde braucht es einen funktionsfähigen Staat, auch einen Rechtsstaat, der funktioniert, dass Rechtdurchgesetzt wird. Das ist CDU pur. Das müssen wir jetzt wieder mit Leben füllen"")",Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,schafft es nicht zur Rente mit 63.,Expert,schaffen Rente 63,neutral,0.9817672371864319
O-Ton,2023-06-02,tagesthemen,"(zur Frage, warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Endemitmachen muss oder sich gleich so klar positionieren sollte, dass sie dieses Energiegesetz gar nicht will.Aber ich höre vor allen Dingen eben von den Unionspolitiker*innen, die auf Oppositionsbänken sitzen, dasehr viel Kritik. Weniger von denen, die in Länder-Regierungsverantwortung sind. Und am Ende wie gesagt,wird man im Bundesrat dann auch noch zustimmen müssen oder eben nicht. Und das ist unklar. Und damitist die Union defacto eine - in dieser Frage und in allen Finanzgesetzen übrigens, so sieht es dasGrundgesetz vor - ist der Bundesrat zustimmungspflichtig. Ja, ist die Union eine mitregierende Partei. Und ja,Regierungsverantwortung auch im Bundesrat, sieht dann doch ein bisschen anders aus, würde ich sagen)",warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,Michael Koß (zur Frage,warum so viele Leute zur AfD wechseln.,Expert,warum vieler Leute afd wechseln,neutral,0.9798587560653687
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,"Das ist zu lang - fuers Volk, fuers Klima, fuer die Regierung.",Expert,lang   Fuers Volk Fuer Klima Fuer Regierung,neutral,0.9771161079406738
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,2023 hat man sich mit sich selbst beschaeftigt.,Expert,2023 beschaeftigen,neutral,0.9770764708518982
O-Ton,2023-07-12,tagesthemen,"(zu seiner westdeutschen Herkunft und den bevorstehenden Landtagswahlen in dreiostdeutschen Ländern im Jahr 2024: ""Trete total gerne im Osten auf ... Klartext wird dort geliebt. Und ichfinde, dass vielen Menschen die Himmelsrichtung, wo man herkommt, eigentlich egal sein muss""; schätzeden jetzigen Verteidigungsminister [Pistorius], ""weil er seine Sache gut macht""; ""Ich finde es grundsätzlichwichtig, dass die Qualifikation zählt""; ""Ich traue mir diesen Job zu. Und wenn ich das schaffe, die CDU wiederbreit aufzustellen und die Themen auch mit Köpfen zu versehen, Geschlossenheit an die Tagesordnung zusetzen, gemeinsam das mit Friedrich Merz an der Spitze, und wir dann wieder für Aufbruch und Erneuerungstehen und für die Zukunft dieses Landes, ann war es vielleicht die richtige Entscheidung. Egal, woher ichkam"")",,Carsten Linnemann,"Wir duerfen nicht nach rechts oder links schauen,",Expert,duerfen rechts links schauen,neutral,0.974310040473938
O-Ton,2023-05-23,tagesthemen,"(zur Frage, ob die Grünen bald nicht mehr mit der FDP regieren wollen:Nein, das glaube ich nicht. Ich glaube, das ist natürlich jetzt so - das räume ich Ihnen auch ein, als Journalist- dass Sie natürlich eine solche Diskussion - hat, ja auch was prickelndes und erfrischendes -je nachdem, wieman darüber berichtet. Entscheidend ist doch das Ergebnis, was dabei hinten rauskommt. Und wir habenzwei Spielfelder. Das eine ist ein Gesetz auf den Weg zu bringen, um ökologisch wirklich in die Vorderhandzu kommen, nämlich eine Heizung auszutauschen, damit wir in den nächsten 25 bis 30 Jahren auch einrichtiges Gesetz gemacht haben. Auf der anderen Seite schauen wir jetzt auf die verschiedenenProtagonisten, die darüber beraten. Und ich glaube, diese beiden Felder sollte man nicht vermischen. Ichglaube, uns allen - der Ampel ist gediehen, dass wir ein Gesetz auf den Weg bringen, was die Menschenakzeptieren, was sie nachvollziehen können. Gefährlich wäre jetzt, innerhalb von vier Wochen etwas auf denWeg zu bringen und dann werden die Fragen beantwortet: Wer bezahlt etwas? Wer wird unterstützt? AlsoSie sehen, da sind noch viele Fragen offen und ich glaube, es tut uns allen gut, wenn wir das mal runterdämmen und uns um die Sache kümmern und in der Sache diskutieren)",ob die Grünen bald nicht mehr mit der FDP regieren wollen:,Marie-Agnes Strack-Zimmermann (zur Frage,"Es sind Fragen offen, wir sollten das runterdimmen.",Expert,Frage offen sollen Runterdimmen,neutral,0.9650217890739441
O-Ton,2023-06-11,tagesschau,(Heizt seit 18 Jahren mit Holz),Hotelier,Alfons Oswald,"Seit 18 Jahren hab ich kein Problem,",Expert,seit 18 Jahr Problem,neutral,0.9603055715560913
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:""Friedrich Merz hat ganz klar die Bundesregierung gemeint, die Ampel. Und es ist einfach so, ... dass dieCDU die Menschen so nimmt, wie sie sind und nicht, wie sie sein sollten. Bei den Grünen habe ich ab und zudas Gefühl, dass man ja vom Kollektiv denkt, vom Staat und entscheidet, wie es abgeht und wie sein muss.Und das Heizungsgesetz ist ein schönes Beispiel, wo viele Menschen vor Ort mich ansprechen und sagenich kann es einfach nicht bezahlen ... Wir haben sechs bis acht Prozent Inflation, und jetzt jagt man mir nochdiese Angst ein. Wie schaffe ich das? Und das ist einfach sehr weit weg von der Lebensrealität derMenschen. Und das ist nicht gut"")",ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,"Da sagen mir viele, sie koennen es nicht bezahlen.",Expert,sagen viele koennen bezahlen,neutral,0.9519879817962646
O-Ton,2023-06-02,tagesthemen,"(zur Frage, wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also imKern reicht die Zeit der Tagesthemen dafür nicht aus. Ich glaube, man könnte es, wenn Sie mich nach einemWort fragen auf Veränderung runterkochen. Die wollen eigentlich die alte Bundesrepublik, die es so vielleichtnie gegeben hat, aber die man zumindest sich als ideal so ganz schön denken kann. Da können SieZuwanderung, Klimakrise, all diese Dinge, die finden da nicht statt. Und dann lebt man so fröhlich vor sichhin, wie man das nie getan hat. Aber in der Rückschau denkt, getan zu haben, und da holt die AfD die Leuteab, weil sie eben nicht verantwortlich ist. Und das macht sie dann in dem Sinne natürlich glaubwürdiger alsbeispielsweise die Union, da sie auch gar nicht so tut, als sei sie verantwortlich. Ob das jetzt aber der Weg indie Zukunft ist, da habe ich dann auch doch sehr große Zweifel)","wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,Die koennte man sich vielleicht als Ideal schoendenken.,Expert,koennen vielleicht Ideal schoendenken,neutral,0.9493767023086548
O-Ton,2023-07-14,tagesthemen,"(Empfehlung an die Ampel-Koalition, beiThemen wie dem Wohnungsbau, dem Verkehr, bei Bahnstrecken zu verdeutlichen, dass die Richtungstimme, um dort für eine positive Entwicklung zu sorgen)",Politikwissenschaftlerin Freie Universität Berlin,Sabine Kropp,* Ihre Regierungszeit ist in fast genau zwei Jahren eventuell vorbei. *,Expert,  Regierungszeit fast genau zwei Jahr eventuell vorbei,neutral,0.9430793523788452
O-Ton,2023-07-12,tagesthemen,"(zu seiner westdeutschen Herkunft und den bevorstehenden Landtagswahlen in dreiostdeutschen Ländern im Jahr 2024: ""Trete total gerne im Osten auf ... Klartext wird dort geliebt. Und ichfinde, dass vielen Menschen die Himmelsrichtung, wo man herkommt, eigentlich egal sein muss""; schätzeden jetzigen Verteidigungsminister [Pistorius], ""weil er seine Sache gut macht""; ""Ich finde es grundsätzlichwichtig, dass die Qualifikation zählt""; ""Ich traue mir diesen Job zu. Und wenn ich das schaffe, die CDU wiederbreit aufzustellen und die Themen auch mit Köpfen zu versehen, Geschlossenheit an die Tagesordnung zusetzen, gemeinsam das mit Friedrich Merz an der Spitze, und wir dann wieder für Aufbruch und Erneuerungstehen und für die Zukunft dieses Landes, ann war es vielleicht die richtige Entscheidung. Egal, woher ichkam"")",,Carsten Linnemann,Geschlossenheit an die Tagesordnung zu setzen ...,Expert,Geschlossenheit Tagesordnung setzen,neutral,0.9389662742614746
O-Ton,2023-06-27,tagesthemen,,Vorsitzender Geschäftsführung Stadtwerke München,Florian Bieberbach,fuer die meisten Kunden nicht rechnen wird.,Expert,Fuer meister Kunde rechnen,neutral,0.938517153263092
O-Ton,2023-05-23,tagesthemen,"(zur Frage, wem ein öffentlich ausgetragener Streit in derRegierungskoalition dient: 66 Millionen Deutschen, denn die sind davon betroffen, wenn ein solches Gesetzauf den Weg gebracht wird. Und die meisten davon wollen eine Veränderung, aber sie wollen esnachvollziehen. Was kommt auf Sie zu? Was kostet es? Wie schnell kommt es? Denn all diese 66 Millionen -also ich berechne sozusagen die, die über 20 Jahre alt sind, Mieter sind, Vermieter sind, ein Häuschenhaben - die haben, glaube ich, ein Anrecht, dass man darüber diskutiert. Die verstehen das auch. Vor allenDingen sind sie sehr beunruhigt, weil die Kommunikation aus dem Hause Habeck bisher unglücklich war.Und insofern, glaube ich, sollten wir verbal abrüsten und an die Menschen denken, um dies letztendlich geht)",Fraktion FDP,Marie-Agnes Strack-Zimmermann,Diese Millionen wuenschen sich keinen oeffentlichen Streit.,Expert,Million wuenschen oeffentlich Streit,neutral,0.934770941734314
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,"Zwei Jahre lang begleiteten Sie die rot-gruen-gelbe Bundesregierung,",Expert,zwei Jahr lang begleiten rotgruengelbe Bundesregierung,positive,0.9999915361404419
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,dann seien die Leute auch so flexibel.,Expert,Leute flexibel,positive,0.9999912977218628
O-Ton,2023-07-06,tagesthemen,"(Die Neigung, das Parlament immer stärkerunter Druck zu setzen zeitlich, sodass elementare Funktionen des Parlaments, die wichtig sind für unsereDemokratie, nämlich Kontrolle und auch die Mitgestaltung durch die Abgeordneten immer mehr eingeengtwerden. Das wäre jetzt eine Möglichkeit, noch einmal darüber nachzudenken und auch dem Parlament inZukunft mehr Möglichkeit zur Debatte einzuräumen)",Politikwissenschaftlerin Freie Universität Berlin,Sabine Kropp,"Dabei war es die Ampel selbst, die im Koalitionsvertrag verspricht:",Expert,dabei Ampel Koalitionsvertrag versprechen,positive,0.9999903440475464
O-Ton,2023-05-23,tagesthemen,"(zur Frage, ob bei dem öffentlichen Streit überhaupt noch Vertrauen in derRegierungskoalition entstehen kann: Doch, das glaube ich schon. Also ich meine, dass da einige sauer sind,das kann man jetzt nicht übersehen. Aber ich muss mich wiederholen, es geht doch nicht um Gräben. Oderwer sitzt jetzt in einem Graben. Also bei einem Graben - das ist nicht das Thema. Das Thema ist, was kommtam Ende dabei raus. Und ich wiederhole mich ungern. Es sind über 66 Millionen Menschen davon betroffen.Und wenn das Gesetz in Kraft tritt, dann wird es nicht mehr die Frage sein, wer sitzt in welchem Graben,sondern dann werden die Leute zu Recht sagen: Mensch Regierung, was habt ihr da auf den Weg gebracht?Wie kurzsichtig war das, ohne die Probleme zu lösen und ohne die Fragen zu beantworten. Und deswegen,glaube ich, sollten wir alle verbal einmal tief durchatmen, an einen Tisch und setzen und uns die Zeitnehmen, die wir brauchen, um was Gescheites auf den Weg zu bringen. Etwas Gescheites, was dienächsten Jahrzehnte auch tragen muss. Das ist also nicht irgendein Gesetz, was mal irgendwie so saloppüber die Bühne geht. Und ich glaube, darum geht es und nicht, ob jetzt einer sauer ist oder nicht)",ob bei dem öffentlichen Streit überhaupt noch Vertrauen in der,Marie-Agnes Strack-Zimmermann (zur Frage,"Tritt das Gesetz in Kraft, wird seine Qualitaet kritisiert.",Expert,treten Gesetz Kraft qualitaet kritisieren,positive,0.9999902248382568
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,Er wurde fuer seine pragmatische Politik im letzten Jahr gefeiert.,Expert,Fuer pragmatisch Politik letzter Jahr feiern,positive,0.9999898672103882
O-Ton,2023-07-12,tagesthemen,"(zu hohen Umfragewerten der AfD in Brandenburg, Thüringen und Sachsen: Dass wirnicht nach rechts schauen dürfen, nach links oder darauf schauen, was andere Parteien machen, sondern wirmüssen wieder für 100 Prozent Union stehen. Was ist CDU pur? Die Menschen müssen wissen, wenn siedas Kreuz bei der CDU machen, wofür machen Sie das Kreuz? Und deswegen habe ich hier in denvergangenen Wochen auch versucht, Debatten anzufachen. Das Thema 'leisten'. Dass das in Deutschlandwieder honoriert wird, fordern und fördern, dass wir die Menschen stärker fördern, die aus welchen Gründenauch, nicht mehr arbeiten können. Jemand, der 45 Jahre auf dem Bau gearbeitet hat, der schafft es gar nichtbis zur Rente mit 63. Wie stärken wir die? Und auf der anderen Seite finde ich, brauche man, kann man beimBürgergeld erwarten, dass diejenigen, die arbeiten können, auch eine Arbeit annehmen müssen. Und amEnde braucht es einen funktionsfähigen Staat, auch einen Rechtsstaat, der funktioniert, dass Rechtdurchgesetzt wird. Das ist CDU pur. Das müssen wir jetzt wieder mit Leben füllen"")",Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,"Mit solchen zentralen Themen sind sie bei Daniel Guenther,",Expert,zentral Thema Daniel guenth,positive,0.9999890327453613
O-Ton,2023-05-12,tagesthemen,"(""Weidel Höcke Arm in Arm ist natürlich eineZäsur, weil Weidel diejenige gewesen ist, die Höcke aus der Partei ausschließen wollte ...""; Weidel muss sichmit Höcke arrangieren, ""um den Laden zusammenzuhalten"")",Politikwissenschaftler Universität Kasse,Wolfgang Schroeder,"Aber sie weiss, dass Hoecke der starke Mann in der Partei ist,",Expert,weiss Hoeck stark Mann Partei,positive,0.9999885559082031
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,Das sei in anderen wohlhabenden Gesellschaften nicht anders.,Expert,wohlhabend Gesellschaft,positive,0.9999884366989136
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,dass Habecks Wirtschaftsministerium ein Gesetz mit Maengeln entwarf.,Expert,Dass habeck Wirtschaftsministerium Gesetz Maengeln entwerfen,positive,0.9999874830245972
O-Ton,2023-09-08,tagesthemen,(zur großen Nachfrage nach Gasheizungen),,Ulrich Menck,"Seit der Bund die ersten Entwuerfe fuer das Heizungsgesetz vorgelegt hat,",Expert,seit Bund erster entwuerf Fuer Heizungsgesetz vorlegen,positive,0.9999871253967285
O-Ton,2023-06-02,tagesthemen,"(zur Frage, warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ichglaube, alle Parteien haben ihre Momente gehabt, wo sie wirklich Chancen, Boden gutzumachen, habenausgelassen. Die Grünen vielleicht in dem Moment, als sie im Atomausstiegsstreit so sehr auf die harteGrenze beharrt haben, und sich damit heute jeglichen Verhandlungsspielraums beraubt haben. Die FDPdadurch, dass sie eigentlich kein konstruktives, eigenes Programm auf die Straße bringt. Was sie eigentlichtun will, ist unklar. Was sie nicht tun, will es sehr klar. Aber dafür regiert man ja eigentlich nicht. Und die SPDhat mit Olaf Scholz‘ Brief, in dem er schriftlich auf seine Richtlinienkompetenz hingewiesen hat, eigentlich ihrPulver, der Zähmung auch schon verschossen. Und so kommt das Ganze doch sehr marode daher, und dasschlägt sich in den Umfragen nieder)","warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich",Michael Koß (zur Frage,"So kommt das marode daher, was sich in den Umfragen niederschlaegt.",Expert,kommen Marode daher wer Umfrage niederschlaegt,positive,0.999987006187439
O-Ton,2023-09-08,tagesschau,"(Planen, dass wir zwischen 2035 und 2038 CO2-frei sind)",Stadtentwickler Regensburg,Armin Mayr,"Regensburg reagiert damit auf das neue Gebaeudeenergiegesetz,",Expert,Regensburg reagieren neu Gebaeudeenergiegesetz,positive,0.9999867677688599
O-Ton,2023-06-27,tagesthemen,,Vorsitzender Geschäftsführung Stadtwerke München,Florian Bieberbach,"Das Ergebnis war, dass sich in Muenchen das vermutlich",Expert,Ergebnis muench vermutlich,positive,0.9999856948852539
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,Dokumentarfilmer mit Einblicken in die politische Welt in Berlin.,Expert,Dokumentarfilmer einblicken politisch Welt Berlin,positive,0.9999850988388062
O-Ton,2023-09-08,tagesschau,"(Bisher konzentriert sich dieFörderung sehr stark auf den Sektor der Eigenheime. Wir sind in Deutschland ein Vermieter-Land, ein Mieter-Land hier braucht es noch eine Komponente Nachsteuern in der Förderung. Ich rufe da die Bundesregierungdazu auf, hier noch nochmal nachzuarbeiten)",Geschäftsführer Bundesverband Erneuerbare Energie,Wolfram Axthelm,Bisher konzentriert sich die Foerderung auf Eigenheime.,Expert,bisher konzentrieren Foerderung eigenheime,positive,0.9999850988388062
O-Ton,2023-04-21,tagesthemen,,FDP Hamburg,Birgit Wolff,"Es kommt drauf an, wen man fragt.",FDP,kommen drauf wen fragen,negative,0.8952440023422241
O-Ton,2023-04-21,tagesthemen,"(""Und deshalb, weil sie für den Aufbruch steht, ist die FDP die wichtigstePartei in Deutschland. Dem ist doch nichts hinzuzusetzen"")",Vize-Vorsitzende FDP,Nicola Beer,"Klingt nicht so, als ob die FDP plant,",FDP,klingen FDP planen,neutral,0.9837208986282349
O-Ton,2023-06-04,tagesschau,"(zum Heizungsgesetz/Gebäudeenergiegesetz: ""Es wäre schlecht fürdie Politik insgesamt. Es wäre schlecht für das Ansehen dieser Bundesregierung, am Ende des Tages einschlechtes Gesetz zu machen"")",Generalsekretär FDP,Bijan Djir-Sarai,"Es waere schlecht fuer die Politik, es waere schlecht fuer die Regierung,",FDP,waern Schlecht Fuer Politik waern Schlecht Fuer Regierung,neutral,0.9747146964073181
O-Ton,2023-05-23,tagesschau,"(Ich rate allen Beteiligten, verbal abzurüsten)",Fraktionsvorsitzender FDP,Christian Dürr,Ziel muesse ein gutes Gesetz sein. Der Zeitplan? Zweitrangig.,FDP,Ziel muessen gut Gesetz Zeitplan zweitrangig,neutral,0.9577751159667969
O-Ton,2023-05-30,tagesthemen,(Müssen auf Anreize setzen),Fraktion FDP,Frank Schäffler,Jeden Tag muessen wir den Leuten sagen:,FDP,Tag muessen Leute sagen,neutral,0.9352813959121704
O-Ton,2023-04-21,tagesthemen,,FDP Baden-Württemberg,Marianne Schäffer,"Andere sagen: ""Oh. Gott. Was haben die gemacht?""",FDP,sagen oh Gott,neutral,0.9193121194839478
O-Ton,2023-05-22,tagesschau,"(zum Gebäudeenergiegesetz: Wenn man sich ansieht, was auf demTisch liegt, das ist eine so große Baustelle, dass ich mir nicht vorstellen kann, dass wir in dieserSitzungswoche geschweige denn vor der Sommerpause ein Ergebnis erzielen können)",Generalsekretär FDP,Bijan Djir-Sarai,"Wenn man sich anschaut, was auf dem Tisch liegt,",FDP,anschauen Tisch liegen,neutral,0.8398140072822571
O-Ton,2023-05-22,tagesthemen,"(zum Gebäudeenergiegesetz: Wenn man sich ansieht, was auf demTisch liegt, das ist eine so große Baustelle, dass ich mir nicht vorstellen kann, dass wir in dieserSitzungswoche geschweige denn vor der Sommerpause ein Ergebnis erzielen können)",Generalsekretär FDP,Bijan Djir-Sarai,"Wenn man sich anschaut, was auf dem Tisch liegt,",FDP,anschauen Tisch liegen,neutral,0.8398140072822571
O-Ton,2023-05-23,tagesschau,"(Für die Menschen kommt es nicht darauf an, wann eine Lesung im Deutschen Bundestag ist,sondern ob sie ein Gebäudeenergiegesetz haben, was wirklich funktioniert)","wann eine Lesung im Deutschen Bundestag ist,",Christian Dürr (Für die Menschen kommt es nicht darauf an,"Fuer die Menschen kommt es nicht darauf an,",FDP,Fuer Mensch kommen darauf,neutral,0.6845700740814209
O-Ton,2023-05-30,tagesschau,"(Müssen auf Anreize setzen; Menschen müssen selbst entscheiden, welcheHeizungen sie einbauen oder nicht und das muss man über den Preis gestalten und nicht über einseitigeordnungsrechtliche Maßnahmen)",Fraktion FDP,Frank Schäffler,Das muss man ueber den Preis gestalten,FDP,Muss ueber Preis gestalten,neutral,0.6686492562294006
O-Ton,2023-07-06,tagesthemen,(Wir haben ja den Gesetzentwurf in unserer Fraktion bereitsbeschlossen in der Sache. Insofern ist das kein Zweifel),Fraktionsvorsitzender FDP,Christian Dürr,"Auch innerhalb der Koalition erhebt so manch einer,",FDP,innerhalb Koalition erheben manch,positive,0.9999911785125732
O-Ton,2023-06-30,tagesthemen,"(Auf was wir uns politisch schon verständigt hatten, steht jetzt imGesetzestext; keine Eingriffe ins Eigentum, keine Verbote und vor allem maximale Technologieoffenheit;kurzum die Heizung muss zum Haus passen)",Fraktionsvorsitzender FDP,Christian Dürr,Ab dem 1. Januar gilt das Gebaeudeenergiegesetz.,FDP,ab 1 Januar gelten Gebaeudeenergiegesetz,positive,0.9999905824661255
